feature,coef,abs_coef
cat__ogrn_naprav_1026400701931,0.6602274936601934,0.6602274936601934
cat__ogrn_naprav_1026800810959,0.6527297449287018,0.6527297449287018
cat__variant_727.020511,0.6520095326522367,0.6520095326522367
cat__ogrn_naprav_1224700020236,0.6512360338443693,0.6512360338443693
cat__ogrn_naprav_1027810332307,-0.6507614326526,0.6507614326526
cat__ogrn_naprav_1026602317257,-0.6506485570505983,0.6506485570505983
cat__ogrn_naprav_1212600011227,-0.6493549331092938,0.6493549331092938
cat__ogrn_naprav_1026401179595,-0.6492407595292895,0.6492407595292895
cat__ogrn_area_1026604949326,0.6468765538943544,0.6468765538943544
cat__ogrn_naprav_1183668037189,0.6459314170219099,0.6459314170219099
cat__ogrn_naprav_1027739393032,-0.6455759072895981,0.6455759072895981
cat__ogrn_naprav_1027200852304,-0.6438798860795663,0.6438798860795663
cat__variant_114,0.6416579471105534,0.6416579471105534
cat__ogrn_area_1027101484145,0.6407924758707302,0.6407924758707302
cat__ogrn_area_1028601260940,-0.6401243244903129,0.6401243244903129
cat__ogrn_area_1027101394682,-0.6398198941027298,0.6398198941027298
cat__ogrn_naprav_1025201986270,-0.6392740166781996,0.6392740166781996
cat__ogrn_naprav_1037835013974,0.6391179480508808,0.6391179480508808
cat__ogrn_naprav_1026000904621,-0.6386264154943747,0.6386264154943747
cat__ogrn_area_1037835013974,-0.636177842410747,0.636177842410747
cat__ogrn_area_1022800760806,-0.6296391307139174,0.6296391307139174
cat__ogrn_naprav_1022800760806,-0.6295712207918593,0.6295712207918593
cat__ogrn_area_1023601542535,0.6277445547164401,0.6277445547164401
cat__ogrn_area_1032306436568,-0.6270218905291723,0.6270218905291723
cat__ogrn_area_1027101508170,-0.6267092971165198,0.6267092971165198
cat__ogrn_naprav_1023901014257,-0.6265360203489083,0.6265360203489083
cat__ogrn_area_1026200597301,0.6212839664608372,0.6212839664608372
cat__ogrn_naprav_1027401140711,-0.6211711722015274,0.6211711722015274
cat__ogrn_area_1027401140711,-0.6211711722015274,0.6211711722015274
cat__variant_90206,0.619465022264573,0.619465022264573
cat__ogrn_naprav_1024700559003,-0.6190756257225142,0.6190756257225142
cat__ogrn_naprav_1027200847607,-0.6183715730755729,0.6183715730755729
cat__variant_727.120709,-0.618247557913002,0.618247557913002
cat__ogrn_area_1025501379584,0.6181148960448873,0.6181148960448873
cat__ogrn_naprav_1027101415692,0.6179658686862958,0.6179658686862958
cat__ogrn_naprav_1026605764987,-0.6150226953299874,0.6150226953299874
cat__ogrn_naprav_1027200820624,-0.613429180338423,0.613429180338423
cat__variant_30312,-0.6120380841481134,0.6120380841481134
cat__ogrn_naprav_1027103470900,-0.6113466238074127,0.6113466238074127
cat__ogrn_area_1027103470800,-0.6113466238074127,0.6113466238074127
cat__ogrn_naprav_1026602175819,0.6108344973899295,0.6108344973899295
cat__ogrn_area_1020502000507,-0.6080269132829355,0.6080269132829355
cat__ogrn_area_1214700021194,-0.6077967920408694,0.6077967920408694
cat__ogrn_naprav_1036405201744,0.6057461134112607,0.6057461134112607
cat__ogrn_naprav_1026801116198,0.604958230026149,0.604958230026149
cat__variant_727.110908,-0.6019032832454388,0.6019032832454388
cat__ogrn_naprav_1023405169765,0.5982844353928007,0.5982844353928007
cat__ogrn_naprav_1027101394605,-0.598115725958847,0.598115725958847
cat__ogrn_area_1027403887862,-0.5958409832049542,0.5958409832049542
cat__ogrn_naprav_1022303382111,0.5928993127279207,0.5928993127279207
cat__ogrn_area_1022303380593,0.5927732406040687,0.5927732406040687
cat__ogrn_area_1028900508603,0.5910244698238972,0.5910244698238972
cat__ogrn_naprav_1026500529330,-0.5893690613022368,0.5893690613022368
cat__variant_727.010910,0.5891177070187165,0.5891177070187165
cat__ogrn_area_1036888179393,0.5883525627312022,0.5883525627312022
cat__ogrn_naprav_1024000694035,-0.5862092800398404,0.5862092800398404
cat__variant_80505,0.5854115988204657,0.5854115988204657
"cat__variant_УЧ 020411,ПЧ 020411",0.5844343176384392,0.5844343176384392
cat__ogrn_area_1032311676990,-0.583655364833823,0.583655364833823
cat__ogrn_area_1027200845154,-0.5830186523788865,0.5830186523788865
cat__variant_727.030812,0.579956873845225,0.579956873845225
cat__ogrn_naprav_1024000694618,0.5785557743868918,0.5785557743868918
cat__variant_90806,0.5772302040707203,0.5772302040707203
cat__ogrn_naprav_1022201138255,0.5768768077724384,0.5768768077724384
cat__variant_727110121,0.5739827341201607,0.5739827341201607
cat__ogrn_area_1023901012486,0.5730826180987223,0.5730826180987223
cat__ogrn_naprav_1033303202327,-0.572321955465105,0.572321955465105
cat__ogrn_area_1022301211162,-0.5696911307062522,0.5696911307062522
cat__variant_120209,-0.5688477530823676,0.5688477530823676
cat__ogrn_naprav_1026801118882,0.5681836772002005,0.5681836772002005
cat__ogrn_area_1024202127443,-0.5676757776267319,0.5676757776267319
cat__variant_727.110808,-0.5617351285949295,0.5617351285949295
cat__ogrn_area_1022701289170,-0.5608963676942369,0.5608963676942369
cat__ogrn_naprav_1025801208223,-0.5553700992826952,0.5553700992826952
cat__ogrn_area_1028600612787,-0.5548014221494268,0.5548014221494268
cat__variant_80111,-0.5520032461559196,0.5520032461559196
